C,2018-12-10T02:24:15Z,58.5181697,-135.898685,6806217,17.70071046,26.96360536,-3.667762926,,,
C,2018-12-10T02:24:16Z,58.5823371,-135.891897,6806208.63,17.69662764,26.96360536,-3.667762926,,,
C,2018-12-10T02:24:16Z,58.5823371,-135.891897,6806208.63,17.76656586,26.96360536,-3.667762926,,,
C,2018-12-10T02:24:17Z,58.6465036,-135.885068,6806200.27,17.79151644,26.96360536,-3.667762926,,,
C,2018-12-10T02:24:17Z,58.6465036,-135.885068,6806200.27,17.83737348,26.96360536,-3.667762926,,,
C,2018-12-10T02:24:18Z,58.7106692,-135.878199,6806191.93,17.84316792,26.96360536,-3.667762926,,,
C,2018-12-10T02:24:18Z,58.7106692,-135.878199,6806191.93,17.82115248,26.96360536,-3.667762926,,,
C,2018-12-10T02:24:19Z,58.774834,-135.871289,6806183.6,17.87301972,26.96360536,-3.667762926,,,
C,2018-12-10T02:24:19Z,58.774834,-135.871289,6806183.6,17.90645046,26.96360536,-3.667762926,,,
C,2018-12-10T02:24:20Z,58.8389979,-135.864337,6806175.29,17.91564654,26.96360536,-3.667762926,,,
C,2018-12-10T02:24:20Z,58.8389979,-135.864337,6806175.29,17.93860002,26.96360536,-3.667762926,,,
C,2018-12-10T02:24:21Z,58.9031609,-135.857345,6806166.99,17.9712243,26.96360536,-3.667762926,,,
C,2018-12-10T02:24:21Z,58.9031609,-135.857345,6806166.99,18.06004686,26.96360536,-3.667762926,,,
C,2018-12-10T02:24:22Z,58.967323,-135.850311,6806158.7,18.06685692,26.96360536,-3.667762926,,,
C,2018-12-10T02:24:22Z,58.967323,-135.850311,6806158.7,18.03186162,26.96360536,-3.667762926,,,
C,2018-12-10T02:24:23Z,59.0314842,-135.843235,6806150.43,17.9787462,26.96360536,-3.667762926,,,
C,2018-12-10T02:24:23Z,59.0314842,-135.843235,6806150.43,17.97143388,26.96360536,-3.667762926,,,
C,2018-12-10T02:24:24Z,59.0956444,-135.836117,6806142.18,18.0302214,26.96360536,-3.667762926,,,
C,2018-12-10T02:24:24Z,59.0956444,-135.836117,6806142.18,18.05913372,26.96360536,-3.667762926,,,
C,2018-12-10T02:24:25Z,59.1598038,-135.828956,6806133.94,18.07896636,26.96360536,-3.667762926,,,
C,2018-12-10T02:24:25Z,59.1598038,-135.828956,6806133.94,18.06789192,26.96360536,-3.667762926,,,
C,2018-12-10T02:24:26Z,59.2239622,-135.821753,6806125.71,18.11389464,26.96360536,-3.667762926,,,
C,2018-12-10T02:24:26Z,59.2239622,-135.821753,6806125.71,18.0875505,26.96360536,-3.667762926,,,
C,2018-12-10T02:24:27Z,59.2881197,-135.814507,6806117.5,18.07241268,26.96360536,-3.667762926,,,
C,2018-12-10T02:24:27Z,59.2881197,-135.814507,6806117.5,18.07377006,26.96360536,-3.667762926,,,
C,2018-12-10T02:24:28Z,59.3522762,-135.807218,6806109.3,18.06791772,26.96360536,-3.667762926,,,
C,2018-12-10T02:24:28Z,59.3522762,-135.807218,6806109.3,18.12035058,26.96360536,-3.667762926,,,
C,2018-12-10T02:24:29Z,59.4164318,-135.799885,6806101.12,18.06903534,26.96360536,-3.667762926,,,
C,2018-12-10T02:24:29Z,59.4164318,-135.799885,6806101.12,18.0942579,26.96360536,-3.667762926,,,
C,2018-12-10T02:24:30Z,59.4805865,-135.792509,6806092.96,18.09811308,26.96360536,-3.667762926,,,
C,2018-12-10T02:24:30Z,59.4805865,-135.792509,6806092.96,18.09885138,26.96360536,-3.667762926,,,
C,2018-12-10T02:24:31Z,59.5447402,-135.785089,6806084.8,18.11472588,26.96360536,-3.667762926,,,
C,2018-12-10T02:24:31Z,59.5447402,-135.785089,6806084.8,18.05463966,26.96360536,-3.667762926,,,
C,2018-12-10T02:24:32Z,59.6088929,-135.777624,6806076.67,18.06257322,26.96360536,-3.667762926,,,
C,2018-12-10T02:24:32Z,59.6088929,-135.777624,6806076.67,18.13801956,26.96360536,-3.667762926,,,
C,2018-12-10T02:24:33Z,59.6730446,-135.770115,6806068.55,18.10457544,26.96360536,-3.667762926,,,
C,2018-12-10T02:24:33Z,59.6730446,-135.770115,6806068.55,16.07355396,26.96360536,-3.667762926,,,
C,2018-12-10T02:24:34Z,59.7371954,-135.762561,6806060.44,16.00720308,26.96360536,-3.667762926,,,
C,2018-12-10T02:24:34Z,59.7371954,-135.762561,6806060.44,16.09486416,26.96360536,-3.667762926,,,
C,2018-12-10T02:24:35Z,59.8013452,-135.754962,6806052.35,16.06610352,26.96360536,-3.667762926,,,
C,2018-12-10T02:24:35Z,59.8013452,-135.754962,6806052.35,16.10992458,26.96360536,-3.667762926,,,
C,2018-12-10T02:24:36Z,59.865494,-135.747317,6806044.27,16.15440066,26.96360536,-3.667762926,,,
C,2018-12-10T02:24:36Z,59.865494,-135.747317,6806044.27,16.20238056,26.96360536,-3.667762926,,,
C,2018-12-10T02:24:37Z,59.9296418,-135.739627,6806036.21,16.19699064,26.96360536,-3.667762926,,,
C,2018-12-10T02:24:37Z,59.9296418,-135.739627,6806036.21,16.1220387,26.96360536,-3.667762926,,,
C,2018-12-10T02:24:38Z,59.9937886,-135.73189,6806028.16,16.12299816,26.96360536,-3.667762926,,,
C,2018-12-10T02:24:38Z,59.9937886,-135.73189,6806028.16,16.09647636,26.96360536,-3.667762926,,,
C,2018-12-10T02:24:39Z,60.0579343,-135.724108,6806020.12,16.08845016,26.96360536,-3.667762926,,,
C,2018-12-10T02:24:39Z,60.0579343,-135.724108,6806020.12,16.0485069,26.96360536,-3.667762926,,,
